UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,F1MHOP,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1FHA,XF1H01,F1H01,XF1H02,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07
101028,R,9081709.0,R,19679664.0,R,0.0,R,19679664.0,R,28761373.0,R,4552647.0,R,265778.0,R,2631514.0,R,2897292.0,R,5963217.0,R,12589796.0,R,18553013.0,R,21450305.0,R,6171999.0,R,13450669.0,R,19698.0,R,30000.0,R,-7808651.0,R,5691716.0,R,506000.0,R,1806374.0,R,25667314.0,R,4083948.0,R,169586.0,R,32233222.0,R,12601358.0,R,47800.0,R,0.0,R,23032251.0,R,18807138.0,R,4225113.0,R,568259.0,R,898344.0,R,5691716.0,R,2204526,R,2738056,R,1496836,R,0,R,0,R,0,R,0.0,A,,R,0,A,,R,164174,R,6603592,R,0,R,11481863,R,0,R,4807305,R,0,R,0,R,0,R,5309,R,134182,R,16428659,R,23032251,R,0.0,R,0.0,R,0.0,R,0,R,0,R,23032251,R,5406655,R,3938692,R,0,R,0,R,0,R,0,R,787170,R,530871,R,2205524,R,1439727,R,3182893,R,1471556,R,4870313,R,0.0,R,0.0,A,,A,,A,,A,,R,2354583,R,406131,R,18807138,R,7786977,R,1693860,R,4527484,R,774092,R,166906,R,3857819,1,R,755000.0,R,8551000.0,R,2850982.0,R,2674933.0,1,R,-237464.0,R,3663684.0,R,3321017.0,R,1877714.0,R,3216906.0,R,1517427.0,R,1274795.0,R,0.0,R,0.0,R,1989415.0,R,7998543.0,R,3128230.0,R,0.0,R,3128230.0,R,4870313.0,R,2082140.0,R,2082140.0,R,0.0,R,478834.0,R,478834.0,Z,0.0,R,0.0,R,0.0,Z,0.0,R,0.0,R,0.0,Z,0.0,R,0.0,R,0.0,Z,0.0,R,567256.0,R,567256.0,R,0.0,1,R,49698.0,R,49698.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,-11809944.0,R,23032251.0,R,4225112.0,R,5691716.0,R,19698.0,R,5963217.0,R,18807138.0
101143,R,28186014.0,R,25998141.0,R,0.0,R,25998141.0,R,54184155.0,R,5154015.0,R,189630.0,R,3231133.0,R,3420763.0,R,4595507.0,R,15465538.0,R,20061045.0,R,23481808.0,R,7752451.0,R,21504318.0,R,0.0,R,17239.0,R,6582354.0,R,28103911.0,R,857453.0,R,4134361.0,R,28167908.0,R,10184637.0,R,5485059.0,R,48829418.0,R,22850920.0,Z,0.0,R,19643.0,R,30581901.0,R,26504511.0,R,4077390.0,R,24282799.0,R,-256278.0,R,28103911.0,R,4110812,R,4399670,R,4720235,R,43995,R,43995,R,0,R,17191.0,A,,R,0,A,,R,2600,R,13294503,R,0,R,10639652,R,0,R,6450764,R,0,R,0,R,31301,R,59188,R,106493,R,17287398,R,30581901,R,0.0,R,0.0,R,0.0,R,0,R,0,R,30581901,R,8614133,R,5779458,Z,0,Z,0,R,1209994,R,95888,R,845317,R,321508,R,3251159,R,1783553,R,4715884,R,1623621,R,7480086,R,0.0,Z,0.0,A,,A,,A,,A,,R,387938,R,0,R,26504511,R,9604028,R,1951148,R,1564696,R,1301959,R,127715,R,11954965,1,R,775000.0,R,10662000.0,R,3361000.0,R,2863906.0,1,R,-387183.0,R,4365906.0,R,4391451.0,R,2204340.0,R,3900536.0,R,2767433.0,R,1373312.0,Z,0.0,R,0.0,R,3322561.0,R,11363842.0,R,3883756.0,R,0.0,R,3883756.0,R,7480086.0,R,3883756.0,R,3883756.0,R,0.0,R,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,Z,0.0,R,0.0,R,0.0,R,0.0,1,R,17221.0,R,17239.0,R,18.0,R,0.0,R,0.0,R,0.0,R,18.0,R,4250927.0,R,30542713.0,R,3821112.0,R,28103911.0,R,28186014.0,R,25998141.0,R,26504511.0
101161,R,63078387.0,R,64191341.0,R,4764031.0,R,68955372.0,R,132033759.0,R,16382830.0,R,1253508.0,R,22440556.0,R,23694064.0,R,13344647.0,R,48363298.0,R,61707945.0,R,85402009.0,R,24184848.0,R,49288625.0,R,1322845.0,R,966945.0,R,-12748683.0,R,38829732.0,R,2405754.0,R,12818768.0,R,95950955.0,R,15269137.0,R,4220898.0,R,130665512.0,R,66526000.0,R,51829.0,Z,0.0,R,77863469.0,R,73417704.0,R,4445765.0,R,31590688.0,R,2793279.0,R,38829732.0,R,13774939,R,10683159,R,4787624,R,66418,R,66418,Z,0,R,1089208.0,A,,Z,0,A,,R,130296,R,30531644,Z,0,R,31124389,R,2225872,R,12974654,Z,0,Z,0,R,11957,R,103095,R,891858,R,47331825,R,77863469,R,0.0,R,0.0,R,0.0,R,0,R,0,R,77863469,R,27265574,R,19549498,Z,0,Z,0,Z,0,Z,0,R,3908002,R,1577026,R,7271568,R,4048841,R,7865125,R,3487601,R,13494808,R,2183578.0,R,361213.0,A,,A,,A,,A,,R,11429049,R,0,R,73417704,R,29024179,R,6385565,R,8381168,R,2914878,R,409997,R,26301917,1,R,2573936.0,R,33861941.0,R,10940000.0,R,9574114.0,1,R,1654915.0,R,13510132.0,R,13244848.0,R,6753822.0,R,12545177.0,R,3233983.0,R,2166824.0,R,66418.0,Z,0.0,R,6366866.0,R,24379268.0,R,9772227.0,R,1112233.0,R,10884460.0,R,13494808.0,R,8993336.0,R,7936715.0,R,1056621.0,R,544223.0,R,488611.0,R,55612.0,R,1346901.0,R,1346901.0,Z,0.0,R,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,Z,0.0,R,0.0,R,0.0,R,0.0,2,A,,A,,A,,A,,A,,A,,A,,R,4445765.0,R,77863469.0,R,7239044.0,R,38829732.0,R,1322845.0,R,14560845.0,R,73417704.0
101240,R,49190424.0,R,61257795.0,R,5677891.0,R,66935686.0,R,116126110.0,R,12764860.0,R,1759750.0,R,8364257.0,R,10124007.0,R,23943331.0,R,40995717.0,R,64939048.0,R,75063055.0,R,24281985.0,R,37120022.0,R,981172.0,R,2865640.0,R,-11420904.0,R,29545930.0,R,1316808.0,R,3004112.0,R,80548424.0,R,17351060.0,R,4609971.0,R,106830375.0,R,57005957.0,R,1610936.0,R,11139251.0,R,67203326.0,R,56125111.0,R,11078215.0,R,18591175.0,R,-123460.0,R,29545930.0,R,6287091,R,14997773,R,1954909,R,318407,R,71033,R,247374,R,492298.0,A,,R,86515,A,,R,0,R,24136993,Z,0,R,25244369,R,940001,R,16679503,Z,0,Z,0,R,12447,R,-596016,R,517028,R,42797332,R,66934325,Z,0.0,R,269001.0,Z,0.0,R,0,R,269001,R,67203326,R,16284455,R,12680782,Z,0,Z,0,R,68885,R,53839,R,2212539,R,1523715,R,5592591,R,3807747,R,9314556,R,4152146,R,9969739,R,357701.0,R,106330.0,A,,A,,A,,A,,R,12324645,R,0,R,56125111,R,22324559,R,4151778,R,7782103,R,3345056,R,1128213,R,17393402,1,R,1148386.0,R,27970337.0,R,10420315.0,R,7088824.0,1,R,1336443.0,R,12470828.0,R,12349038.0,R,5427535.0,R,11007132.0,R,6131635.0,R,1106638.0,Z,0.0,R,148177.0,R,2655772.0,R,21049354.0,R,10823280.0,R,256335.0,R,11079615.0,R,9969739.0,R,6602201.0,R,6602201.0,R,0.0,R,3355217.0,R,3355217.0,R,0.0,R,541164.0,R,541164.0,R,0.0,R,0.0,R,0.0,R,0.0,R,35717.0,R,35717.0,R,0.0,R,545316.0,R,288981.0,R,256335.0,1,R,4191039.0,R,3461273.0,R,-729766.0,R,0.0,R,-729766.0,R,0.0,R,0.0,R,10809214.0,R,66934326.0,R,11078214.0,R,29545930.0,R,26680291.0,R,25703081.0,R,56125111.0
101286,R,42414426.0,R,37241475.0,R,953045.0,R,38194520.0,R,80608946.0,R,10768903.0,R,664000.0,R,5237467.0,R,5901467.0,R,5182304.0,R,33930984.0,R,39113288.0,R,45014755.0,R,17166477.0,R,32211915.0,R,1364443.0,R,160538.0,R,-4540279.0,R,29196617.0,R,842817.0,R,4248921.0,R,55024084.0,R,14602422.0,R,2275829.0,R,76994073.0,R,38995599.0,R,0.0,R,85818.0,R,54572566.0,R,50690764.0,R,3881802.0,R,25065685.0,R,249130.0,R,29196617.0,R,6393153,R,8440471,R,3103681,R,82443,R,0,R,82443,R,822845.0,A,,R,7598,A,,R,0,R,18850191,R,0,R,19623323,R,0,R,15918052,R,0,R,0,R,0,R,45713,R,135287,R,35722375,R,54572566,R,0.0,R,0.0,R,0.0,R,0,R,0,R,54572566,R,17818497,R,12191027,R,0,R,0,R,0,R,0,R,1860535,R,1406141,R,3933522,R,2460856,R,5157003,R,3041794,R,12734796,R,1094869.0,R,96219.0,A,,A,,A,,A,,R,8091542,R,0,R,50690764,R,19196037,R,4226928,R,3233032,R,4588164,R,160342,R,19286261,1,R,1598217.0,R,23561000.0,R,7949000.0,R,6492000.0,2,A,,A,,A,,A,,R,9261243.0,R,6896609.0,R,550163.0,R,0.0,R,0.0,R,3999360.0,R,20707375.0,R,7363517.0,R,609062.0,R,7972579.0,R,12734796.0,R,6733525.0,R,6124463.0,R,609062.0,R,0.0,R,0.0,R,0.0,R,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,Z,0.0,R,1239054.0,R,1239054.0,R,0.0,1,R,162756.0,R,160538.0,R,-2218.0,R,0.0,R,0.0,R,0.0,R,-2218.0,R,4162867.0,R,54572566.0,R,3920711.0,R,29196616.0,R,42524653.0,R,5811000.0,R,50690764.0
101295,R,29536556.0,R,113433231.0,R,6598593.0,R,120031824.0,R,149568380.0,R,11386687.0,R,2115173.0,R,9688479.0,R,11803652.0,R,26984614.0,R,34410538.0,R,61395152.0,R,73198804.0,R,18790068.0,R,84620852.0,Z,0.0,Z,0.0,R,-15654657.0,R,68966195.0,R,2659147.0,R,10490133.0,R,136919124.0,R,36145243.0,R,9170070.0,R,195383717.0,R,83531068.0,R,1580582.0,R,0.0,R,65741920.0,R,58220995.0,R,7520925.0,R,61816618.0,R,-371348.0,R,68966195.0,R,12479078,R,4529724,R,2351212,R,18798,Z,0,R,18798,R,1483304.0,A,,R,62079,A,,R,291274,R,21215469,Z,0,R,25867856,Z,0,R,18289787,Z,0,Z,0,R,219966,Z,0,R,148842,R,44526451,R,65741920,R,0.0,R,0.0,R,0.0,R,0,R,0,R,65741920,R,27276783,R,11185428,Z,0,Z,0,R,0,R,0,R,4972490,R,1865847,R,6454612,R,2777856,R,7698874,R,2996210,R,11475050,R,2381954.0,R,479125.0,A,,A,,A,,A,,R,-2038768,R,0,R,58220995,R,19304466,R,6146203,R,5062749,R,5540302,R,612812,R,21554463,1,R,-762496.0,R,23415000.0,R,8103000.0,R,6244362.0,1,R,-1427541.0,R,10394182.0,R,10281422.0,R,4630738.0,R,9898707.0,R,325237.0,R,867361.0,Z,0.0,Z,0.0,R,8461223.0,R,19552528.0,R,7514478.0,R,563000.0,R,8077478.0,R,11475050.0,R,4119514.0,R,3832384.0,R,287130.0,R,161550.0,R,150290.0,R,11260.0,R,323099.0,R,300579.0,R,22520.0,R,0.0,Z,0.0,Z,0.0,R,0.0,Z,0.0,Z,0.0,R,3473315.0,R,3231225.0,R,242090.0,2,A,,A,,A,,A,,A,,A,,A,,R,7520924.0,R,65741920.0,R,7149576.0,R,68966195.0,R,0.0,R,29099787.0,R,58220995.0
101301,R,10090492.0,R,25812185.0,R,0.0,R,25812185.0,R,35902677.0,R,5057766.0,R,122431.0,R,3483997.0,R,3606428.0,R,155438.0,R,16861475.0,R,17016913.0,R,20623341.0,R,8474056.0,R,25534316.0,R,1677329.0,Z,0.0,R,-15348599.0,R,11863046.0,R,405819.0,R,2421343.0,R,40452544.0,R,7139713.0,R,1618484.0,R,52037903.0,R,26662086.0,R,0.0,Z,0.0,R,26934996.0,R,26057726.0,R,877270.0,R,11090844.0,R,-105068.0,R,11863046.0,R,3078472,R,1204385,R,4531682,R,1447638,R,1084638,R,363000,Z,0.0,A,,R,15720,A,,R,0,R,10277897,Z,0,R,9913540,Z,0,R,6501351,Z,0,Z,0,R,0,R,2565,R,239643,R,16657099,R,26934996,R,0.0,R,0.0,R,0.0,R,0,R,0,R,26934996,R,5137307,R,4295169,Z,0,Z,0,R,120259,R,85588,R,1101357,R,693933,R,3954692,R,2273836,R,3616579,R,1708914,R,6702018,R,0.0,R,0.0,A,,A,,A,,A,,R,5425514,R,290424,R,26057726,R,9347864,R,1682417,R,2062920,R,1908886,R,3004,R,11052635,1,R,711967.0,R,11305587.0,R,3766131.0,R,2951220.0,1,R,501700.0,R,4982513.0,R,4707925.0,R,2097546.0,R,3674122.0,R,1141641.0,R,2243735.0,Z,0.0,Z,0.0,R,1928306.0,R,8987804.0,R,2285786.0,R,0.0,R,2285786.0,R,6702018.0,R,900158.0,R,900158.0,R,0.0,R,1143402.0,R,1143402.0,R,0.0,R,0.0,Z,0.0,R,0.0,R,0.0,Z,0.0,R,0.0,R,0.0,Z,0.0,R,0.0,R,242226.0,R,242226.0,R,0.0,2,A,,A,,A,,A,,A,,A,,A,,R,5144873.0,R,20433645.0,R,772200.0,R,11863045.0,R,10090492.0,R,277870.0,R,25578518.0
101462,R,9468026.0,R,9704477.0,R,3021365.0,R,12725842.0,R,22193868.0,R,3086013.0,R,225002.0,R,2428818.0,R,2653820.0,R,0.0,R,9018112.0,R,9018112.0,R,11671932.0,R,4779522.0,R,11818354.0,Z,0.0,Z,0.0,R,-2989927.0,R,8828427.0,R,548964.0,R,1155309.0,R,11241631.0,R,7149495.0,R,2417072.0,R,22512471.0,R,9841958.0,Z,0.0,Z,0.0,R,19596446.0,R,15255421.0,R,4341025.0,R,4557457.0,R,-70055.0,R,8828427.0,R,612407,R,7922651,R,1072638,R,51004,Z,0,R,51004,R,9844.0,A,,R,118437,A,,R,137674,R,9924655,R,0,R,6415165,R,0,R,3185496,R,0,R,0,R,43600,R,27530,R,0,R,9671791,R,19596446,R,0.0,R,0.0,R,0.0,R,0,R,0,R,19596446,R,3722778,R,2418646,R,0,Z,0,R,0,Z,0,R,1057973,R,671958,R,1333418,R,830297,R,3342601,R,1210806,R,2307265,R,47096.0,R,0.0,A,,A,,A,,A,,R,3444290,R,228680,R,15255421,R,5360387,R,1065157,R,1761374,R,1004439,R,7125,R,6056939,1,R,584342.0,R,6076000.0,R,2193000.0,R,1928342.0,1,R,-369798.0,R,2577258.0,R,2586522.0,R,1157671.0,R,2135389.0,R,69500.0,R,432636.0,Z,0.0,R,1565299.0,R,97373.0,R,4300197.0,R,1990092.0,R,2840.0,R,1992932.0,R,2307265.0,R,1273843.0,R,1273843.0,R,0.0,R,69140.0,R,69140.0,R,0.0,R,647109.0,R,647109.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,2840.0,R,0.0,R,2840.0,2,A,,A,,A,,A,,A,,A,,A,,R,4341026.0,R,19596446.0,R,-70056.0,R,8828427.0,R,0.0,R,0.0,R,15255420.0
101471,R,16032484.0,R,5388202.0,R,0.0,R,5388202.0,R,21420686.0,R,5369763.0,R,139564.0,R,1327564.0,R,1467128.0,R,0.0,R,14383477.0,R,14383477.0,R,15850605.0,R,7880027.0,R,5248680.0,Z,0.0,Z,0.0,R,-2188863.0,R,3059817.0,R,10000.0,R,233506.0,R,6271264.0,R,8247885.0,R,0.0,R,14762655.0,R,9641319.0,Z,0.0,Z,0.0,R,24829634.0,R,17044583.0,R,7785051.0,R,-4725234.0,R,0.0,R,3059817.0,R,4403,R,2034699,R,8740219,R,40916,R,0,R,40916,R,0.0,A,,R,28303,A,,R,392954,R,11241494,Z,0,R,12790426,Z,0,R,568503,Z,0,Z,0,R,0,R,14709,R,122616,R,13496254,R,24737748,R,0.0,R,0.0,R,0.0,R,91886,R,91886,R,24829634,R,7224599,R,4736742,Z,0,Z,0,Z,0,Z,0,R,1349926,R,1250922,R,2199352,R,1518821,R,2785755,R,1066301,R,0,Z,0.0,Z,0.0,A,,A,,A,,A,,R,3484951,R,0,R,17044583,R,8572786,R,1934309,R,1584011,R,837392,R,0,R,4116085,1,R,491787.0,R,9881801.0,R,3259141.0,R,2859220.0,1,R,610991.0,R,4003970.0,R,4620886.0,R,2510543.0,R,0.0,Z,0.0,R,0.0,Z,0.0,Z,0.0,R,3045762.0,R,3045762.0,R,3045762.0,R,0.0,R,3045762.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,3045762.0,R,3045762.0,R,0.0,2,A,,A,,A,,A,,A,,A,,A,,R,7693164.0,R,24737747.0,R,6713854.0,R,19455852.0,R,14207172.0,R,0.0,R,17044583.0
101480,R,98515557.0,R,317084466.0,R,14879074.0,R,331963540.0,R,430479097.0,R,46368811.0,R,20969855.0,R,58615379.0,R,79585234.0,R,134877805.0,R,116426560.0,R,251304365.0,R,330889599.0,R,56624669.0,R,179772669.0,R,16612721.0,R,962905.0,R,-108014655.0,R,89333640.0,R,7342408.0,R,18570901.0,R,312171155.0,R,39895361.0,R,71251722.0,R,449231547.0,R,167638793.0,R,0.0,R,0.0,R,186454755.0,R,171064885.0,R,15389870.0,R,68820035.0,R,5123735.0,R,89333640.0,R,56114106,R,3095476,R,3555199,R,4435148,R,4435148,R,0,R,23031247.0,R,0.0,R,0,R,0.0,R,6705601,R,96936777,R,0,R,46786485,R,0,R,33466127,R,0,R,0,R,0,R,-794454,R,6981344,R,86439502,R,183376279,R,3078476.0,R,0.0,R,0.0,R,0,R,3078476,R,186454755,R,54325434,R,35549821,R,213619,R,70735,R,3440125,R,1316753,R,9167885,R,5216772,R,31332203,R,12553260,R,32497758,R,10010032,R,17129902,R,17711465.0,R,1435221.0,R,0.0,R,0.0,R,0.0,R,0.0,R,5246494,R,0,R,171064885,R,66152594,R,22877299,R,11732409,R,9083086,R,6582985,R,54636512,1,R,7321507.0,R,77521000.0,R,23363000.0,R,23305031.0,1,R,-2178443.0,R,36341505.0,R,33261669.0,R,18924962.0,R,18638479.0,R,453807.0,R,0.0,R,0.0,R,0.0,R,32693104.0,R,51785390.0,R,34655488.0,R,0.0,R,34655488.0,R,17129902.0,R,18638479.0,R,18638479.0,R,0.0,R,453807.0,R,453807.0,R,0.0,R,72530.0,R,72530.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,15490672.0,R,15490672.0,R,0.0,1,R,15173146.0,R,14258774.0,R,-914372.0,R,0.0,R,0.0,R,0.0,R,-914372.0,R,11747623.0,R,199774654.0,R,29710842.0,R,143087670.0,R,-29320633.0,R,148173607.0,R,180856320.0
101505,R,59719121.0,R,59232622.0,R,24774277.0,R,84006899.0,R,143726020.0,R,15453351.0,R,2449900.0,R,15335382.0,R,17785282.0,R,13353370.0,R,46500666.0,R,59854036.0,R,77639318.0,R,22338433.0,R,52537496.0,R,3353847.0,R,1351187.0,R,1959090.0,R,59201620.0,R,9143715.0,R,2086925.0,R,89868106.0,R,16665625.0,R,390155.0,R,118154526.0,R,50049767.0,R,0.0,R,271578.0,R,72803077.0,R,67623862.0,R,5179215.0,R,54022405.0,R,0.0,R,59201620.0,R,15121935,R,1996079,R,3731250,R,281728,R,33484,R,248244,R,94058.0,A,,R,0,A,,R,413621,R,21638671,R,0,R,27572444,R,65000,R,24772371,R,0,R,0,R,39150,R,-1284559,R,0,R,51164406,R,72803077,R,0.0,R,0.0,R,0.0,R,0,R,0,R,72803077,R,28355326,R,17894338,R,0,Z,0,R,2836,R,0,R,956728,R,439452,R,6527656,R,3956305,R,12723702,R,5906483,R,16130661,R,0.0,R,0.0,A,,A,,A,,A,,R,2926953,R,0,R,67623862,R,28196578,R,6163418,R,7111001,R,3004105,R,394640,R,22754120,1,R,2432452.0,R,32063000.0,R,9991000.0,R,9127644.0,1,R,494501.0,R,13104279.0,R,11852397.0,R,6325707.0,R,10959468.0,R,11732046.0,R,1993475.0,R,9484.0,R,173212.0,R,2569511.0,R,27437196.0,R,11306535.0,R,0.0,R,11306535.0,R,16130661.0,R,7543974.0,R,7543974.0,R,0.0,R,25681.0,R,25681.0,R,0.0,R,1157911.0,R,1157911.0,R,0.0,R,0.0,R,0.0,R,0.0,R,9458.0,R,9458.0,R,0.0,R,2569511.0,R,2569511.0,R,0.0,1,R,1384755.0,R,1360645.0,R,-24110.0,R,0.0,R,-14652.0,R,-9458.0,R,0.0,R,5179215.0,R,77982292.0,R,5179215.0,R,59201620.0,R,5312937.0,R,15601758.0,R,67623862.0
101514,R,72559008.0,R,123864635.0,R,3527066.0,R,127391701.0,R,199950709.0,R,17431597.0,R,3805268.0,R,15328744.0,R,19134012.0,R,20370154.0,R,50476886.0,R,70847040.0,R,89981052.0,R,23522125.0,R,99782917.0,R,6508173.0,R,0.0,R,-2411961.0,R,103879129.0,R,4431544.0,R,11661034.0,R,143522246.0,R,27006653.0,R,2760462.0,R,189381939.0,R,65517304.0,Z,0.0,Z,0.0,R,87675813.0,R,71785369.0,R,15890444.0,R,87988685.0,R,0.0,R,103879129.0,R,19799439,R,1794077,R,4956317,R,441199,R,441199,R,0,R,370689.0,A,,R,102759,A,,R,48759,R,27513239,R,0,R,36853689,R,0,R,21658038,R,0,R,0,R,166179,R,-166459,R,111777,R,58623224,R,86136463,R,0.0,R,1539350.0,R,0.0,R,0,R,1539350,R,87675813,R,28814373,R,17418754,R,0,R,0,R,0,R,0,R,5352584,R,3098172,R,6687867,R,3639405,R,15229940,R,5604395,R,9703729,R,194.0,R,0.0,A,,A,,A,,A,,R,5996682,R,0,R,71785369,R,29760726,R,7643159,R,6270481,R,5854342,R,857225,R,21399436,1,R,3177966.0,R,34553000.0,R,10741000.0,R,10163000.0,1,R,2327299.0,R,14363638.0,R,12781125.0,R,7174894.0,R,10887457.0,R,5496937.0,R,1148041.0,R,0.0,R,0.0,R,1983056.0,R,19515491.0,R,9811762.0,R,0.0,R,9811762.0,R,9703729.0,R,4861544.0,R,4861544.0,R,0.0,R,2454531.0,R,2454531.0,R,0.0,R,512631.0,R,512631.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1983056.0,R,1983056.0,R,0.0,1,R,9059221.0,R,7340517.0,R,-1718704.0,R,124297.0,R,-1621869.0,R,-221132.0,R,0.0,R,14351094.0,R,86136463.0,R,15890444.0,R,158979998.0,R,59197082.0,R,1533389.0,R,71785369.0
101569,R,20643068.0,R,51762215.0,R,2756783.0,R,54518998.0,R,75162066.0,R,8334039.0,R,648276.0,R,5341284.0,R,5989560.0,R,2940988.0,R,27941677.0,R,30882665.0,R,36872225.0,R,16160081.0,R,48188062.0,R,496661.0,R,597500.0,R,-18818424.0,R,30463799.0,R,2628595.0,R,7225147.0,R,72317256.0,R,8470425.0,R,1875790.0,R,92517213.0,R,40929165.0,R,174167.0,R,0.0,R,49353104.0,R,41885988.0,R,7467116.0,R,6081642.0,R,16915041.0,R,30463799.0,R,2354292,R,5264073,R,1840850,R,161640,R,0,R,161640,R,653922.0,A,,R,2996,A,,R,441781,R,10719554,R,0,R,16295845,R,0,R,21917087,R,0,R,0,R,0,R,90718,R,329900,R,38633550,R,49353104,R,0.0,R,0.0,R,0.0,R,0,R,0,R,49353104,R,12747685,R,8853476,R,0,R,0,R,0,R,0,R,2393246,R,1537606,R,3671700,R,2322543,R,6277960,R,2287450,R,9440195,R,517821.0,R,0.0,A,,A,,A,,A,,R,6837381,R,0,R,41885988,R,15001075,R,2985718,R,12989717,R,2321565,R,75193,R,8512720,1,R,1715000.0,R,18347000.0,R,7566000.0,R,4839000.0,1,R,-7908015.0,R,7908015.0,R,8594081.0,R,3479927.0,R,8463364.0,R,8311327.0,R,532013.0,R,0.0,R,0.0,R,1190627.0,R,18497331.0,R,9057136.0,R,0.0,R,9057136.0,R,9440195.0,R,6273188.0,R,6273188.0,R,0.0,R,1568582.0,R,1568582.0,R,0.0,R,24739.0,R,24739.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1190627.0,R,1190627.0,R,0.0,1,R,586400.0,R,599017.0,R,12617.0,R,12500.0,R,117.0,R,0.0,R,0.0,R,-31507566.0,R,49353104.0,R,7467116.0,R,30463799.0,R,1094161.0,R,3469701.0,R,41885988.0
